a-Al(650K),a-Fe(650K),a-Al(700K),a-Fe(700K),a-Al(750K),a-Fe(750K),a-Al(800K),a-Fe(800K)
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0397731457855797,0.0025285781098988,0.0430492188274521,0.0026185245881653,0.0461363987073356
0.0023201150693067,0.036301627515928,0.002429559165931,0.0400230895802239,0.0025285781098988,0.0435555855829197,0.0026185245881653,0.046901361202454
0.0023201150693067,0.036301627515928,0.002429559165931,0.0400230895802239,0.0025285781098988,0.0435555855829197,0.0026185245881653,0.046901361202454
0.0023201150693067,0.036301627515928,0.002429559165931,0.0400230895802239,0.0025285781098988,0.0435555855829197,0.0026185245881653,0.046901361202454
0.0023201150693067,0.036301627515928,0.002429559165931,0.0400230895802239,0.0025285781098988,0.0435555855829197,0.0026185245881653,0.046901361202454
0.0023201150693067,0.036301627515928,0.002429559165931,0.0400230895802239,0.0025285781098988,0.0435555855829197,0.0026185245881653,0.046901361202454
0.0023201150693067,0.0369998367950355,0.002429559165931,0.0404978933873142,0.0025285781098988,0.0437959589969017,0.0026185245881653,0.046901361202454
0.0023201150693067,0.0377114751193617,0.002429559165931,0.0412358473642509,0.0025285781098988,0.0445556522673796,0.0026185245881653,0.0476790071240065
0.0023201150693067,0.0377114751193617,0.002429559165931,0.0414949831193444,0.0025285781098988,0.0450797384573476,0.0026185245881653,0.0484695467689778
0.0023201150693067,0.0377114751193617,0.002429559165931,0.0414949831193444,0.0025285781098988,0.0450797384573476,0.0026185245881653,0.0484695467689778
0.0023201150693067,0.0377114751193617,0.002429559165931,0.0414949831193444,0.0025285781098988,0.0450797384573476,0.0026185245881653,0.0484695467689778
0.0023201150693067,0.0377114751193617,0.002429559165931,0.0414949831193444,0.0025285781098988,0.0450797384573476,0.0026185245881653,0.0484695467689778
0.0023201150693067,0.0384368007771607,0.002429559165931,0.0419872483634035,0.0025285781098988,0.04532852332591,0.0026185245881653,0.0484695467689778
0.0023201150693067,0.0384368007771607,0.002429559165931,0.0422511060989519,0.0025285781098988,0.0458617004174311,0.0026185245881653,0.0492731939211723
0.0023201150693067,0.0391760770244871,0.002429559165931,0.0430210071769538,0.0025285781098988,0.0466572264426122,0.0026185245881653,0.050090165909027
0.0023201150693067,0.0391760770244871,0.002429559165931,0.0430210071769538,0.0025285781098988,0.0466572264426122,0.0026185245881653,0.050090165909027
0.0023201150693067,0.0391760770244871,0.002429559165931,0.0430210071769538,0.0025285781098988,0.0466572264426122,0.0026185245881653,0.050090165909027
0.0023201150693067,0.0391760770244871,0.002429559165931,0.0430210071769538,0.0025285781098988,0.0466572264426122,0.0026185245881653,0.050090165909027
0.0023201150693067,0.0391760770244871,0.002429559165931,0.0430210071769538,0.0025285781098988,0.0466572264426122,0.0026185245881653,0.050090165909027
0.0023201150693067,0.0406975597260732,0.002429559165931,0.0443246062213491,0.0025285781098988,0.0477285089688391,0.0026185245881653,0.0509206836643839
0.0023201150693067,0.0406975597260732,0.002429559165931,0.0446031524629465,0.0025285781098988,0.0482899159092699,0.0026185245881653,0.051764971782235
0.0023201150693067,0.0406975597260732,0.002429559165931,0.0446031524629465,0.0025285781098988,0.0482899159092699,0.0026185245881653,0.051764971782235
0.0023201150693067,0.0406975597260732,0.002429559165931,0.0446031524629465,0.0025285781098988,0.0482899159092699,0.0026185245881653,0.051764971782235
0.0023201150693067,0.0406975597260732,0.002429559165931,0.0446031524629465,0.0025285781098988,0.0482899159092699,0.0026185245881653,0.051764971782235
0.0023201150693067,0.0406975597260732,0.002429559165931,0.0446031524629465,0.0025285781098988,0.0482899159092699,0.0026185245881653,0.051764971782235
0.0023201150693067,0.0414803184006066,0.002429559165931,0.0454159126089905,0.0025285781098988,0.0491275622352886,0.0026185245881653,0.0526232585814597
0.0023201150693067,0.0422781323056423,0.002429559165931,0.0462434828977827,0.0025285781098988,0.0499797385383073,0.0026185245881653,0.0534957761665684
0.0023201150693067,0.0422781323056423,0.002429559165931,0.0462434828977827,0.0025285781098988,0.0499797385383073,0.0026185245881653,0.0534957761665684
0.0023201150693067,0.0422781323056423,0.002429559165931,0.0462434828977827,0.0025285781098988,0.0499797385383073,0.0026185245881653,0.0534957761665684
0.0023201150693067,0.0422781323056423,0.002429559165931,0.0462434828977827,0.0025285781098988,0.0499797385383073,0.0026185245881653,0.0534957761665684
0.0023201150693067,0.043091291006755,0.002429559165931,0.0467920807687434,0.0025285781098988,0.0502555653977467,0.0026185245881653,0.0534957761665684
0.0023201150693067,0.043091291006755,0.002429559165931,0.047086133200243,0.0025285781098988,0.0508466968581488,0.0026185245881653,0.0543827604904698
0.0023201150693067,0.0439200896388942,0.002429559165931,0.0479441383048881,0.0025285781098988,0.051728693606568,0.0026185245881653,0.0552844514182796
0.0023201150693067,0.0439200896388942,0.002429559165931,0.0479441383048881,0.0025285781098988,0.051728693606568,0.0026185245881653,0.0552844514182796
0.0023201150693067,0.0439200896388942,0.002429559165931,0.0479441383048881,0.0025285781098988,0.051728693606568,0.0026185245881653,0.0552844514182796
0.0023201150693067,0.0439200896388942,0.002429559165931,0.0479441383048881,0.0025285781098988,0.051728693606568,0.0026185245881653,0.0552844514182796
0.0023201150693067,0.0447648290135034,0.002429559165931,0.0488177780074405,0.0025285781098988,0.0526259896430883,0.0026185245881653,0.0562010927921859
0.0023201150693067,0.0456258157276988,0.002429559165931,0.04970733720207,0.0025285781098988,0.0535388503521535,0.0026185245881653,0.0571329324973916
0.0023201150693067,0.0456258157276988,0.002429559165931,0.04970733720207,0.0025285781098988,0.0535388503521535,0.0026185245881653,0.0571329324973916
0.0023201150693067,0.0456258157276988,0.002429559165931,0.04970733720207,0.0025285781098988,0.0535388503521535,0.0026185245881653,0.0571329324973916
0.0023201150693067,0.0456258157276988,0.002429559165931,0.04970733720207,0.0025285781098988,0.0535388503521535,0.0026185245881653,0.0571329324973916
0.0023201150693067,0.0456258157276988,0.002429559165931,0.05001970979007,0.0025285781098988,0.0541686014761621,0.0026185245881653,0.0580802225291487
0.0023201150693067,0.0465033622755484,0.002429559165931,0.0509311706261136,0.0025285781098988,0.0551082206317915,0.0026185245881653,0.059043219060906
0.0023201150693067,0.0473977871614915,0.002429559165931,0.0515353796955901,0.0025285781098988,0.0554123504225968,0.0026185245881653,0.059043219060906
0.0023201150693067,0.0473977871614915,0.002429559165931,0.0515353796955901,0.0025285781098988,0.0554123504225968,0.0026185245881653,0.059043219060906
0.0023201150693067,0.0473977871614915,0.002429559165931,0.0515353796955901,0.0025285781098988,0.0554123504225968,0.0026185245881653,0.059043219060906
0.0023201150693067,0.0473977871614915,0.002429559165931,0.0515353796955901,0.0025285781098988,0.0554123504225968,0.0026185245881653,0.059043219060906
0.0023201150693067,0.0483094150159392,0.002429559165931,0.0524744591196871,0.0025285781098988,0.0563735438907062,0.0026185245881653,0.0600221825135838
0.0023201150693067,0.0492385767130995,0.002429559165931,0.0534306504806706,0.0025285781098988,0.0573514104087062,0.0026185245881653,0.0610173776260005
0.0023201150693067,0.0492385767130995,0.002429559165931,0.0534306504806706,0.0025285781098988,0.0573514104087062,0.0026185245881653,0.0610173776260005
0.0023201150693067,0.0492385767130995,0.002429559165931,0.0534306504806706,0.0025285781098988,0.0573514104087062,0.0026185245881653,0.0610173776260005
0.0023201150693067,0.0492385767130995,0.002429559165931,0.0534306504806706,0.0025285781098988,0.0573514104087062,0.0026185245881653,0.0610173776260005
0.0023201150693067,0.0501856094910664,0.002429559165931,0.0544042655928305,0.0025285781098988,0.0583462391905808,0.0026185245881653,0.0620290735264642
0.0023201150693067,0.0511508570742208,0.002429559165931,0.0553956219523473,0.0025285781098988,0.0593583244670767,0.0026185245881653,0.063057543805553
0.0023201150693067,0.0511508570742208,0.002429559165931,0.0553956219523473,0.0025285781098988,0.0593583244670767,0.0026185245881653,0.063057543805553
0.0023201150693067,0.0511508570742208,0.002429559165931,0.0553956219523473,0.0025285781098988,0.0593583244670767,0.0026185245881653,0.063057543805553
0.0023201150693067,0.0511508570742208,0.002429559165931,0.0553956219523473,0.0025285781098988,0.0593583244670767,0.0026185245881653,0.063057543805553
0.0023201150693067,0.0511508570742208,0.002429559165931,0.0557437410584419,0.0025285781098988,0.0600565271984864,0.0026185245881653,0.0641030665901015
0.0023201150693067,0.0521346697979849,0.002429559165931,0.0567595053849956,0.0025285781098988,0.0610982794652697,0.0026185245881653,0.0651659246184138
0.0023201150693067,0.0531374047359758,0.002429559165931,0.0574328574307274,0.0025285781098988,0.0614354670343711,0.0026185245881653,0.0651659246184138
0.0023201150693067,0.0531374047359758,0.002429559165931,0.0574328574307274,0.0025285781098988,0.0614354670343711,0.0026185245881653,0.0651659246184138
0.0023201150693067,0.0531374047359758,0.002429559165931,0.0574328574307274,0.0025285781098988,0.0614354670343711,0.0026185245881653,0.0651659246184138
0.0023201150693067,0.0531374047359758,0.002429559165931,0.0581569686918703,0.0025285781098988,0.062889237308016,0.0026185245881653,0.0673448008769226
0.0023201150693067,0.0541594258296049,0.002429559165931,0.0588468991903237,0.0025285781098988,0.0632363087679019,0.0026185245881653,0.0673448008769226
0.0023201150693067,0.0552011040201698,0.002429559165931,0.0595450145048601,0.0025285781098988,0.063585295636583,0.0026185245881653,0.0673448008769226
0.0023201150693067,0.0552011040201698,0.002429559165931,0.0595450145048601,0.0025285781098988,0.063585295636583,0.0026185245881653,0.0673448008769226
0.0023201150693067,0.0552011040201698,0.002429559165931,0.0599192093688451,0.0025285781098988,0.0643332181476974,0.0026185245881653,0.068461408335577
0.0023201150693067,0.0552011040201698,0.002429559165931,0.0602957557612896,0.0025285781098988,0.0650899381028912,0.0026185245881653,0.0695965296542546
0.0023201150693067,0.0562628173834877,0.002429559165931,0.061011059219546,0.0025285781098988,0.0654491547321311,0.0026185245881653,0.0695965296542546
0.0023201150693067,0.057344951267117,0.002429559165931,0.061734848499581,0.0025285781098988,0.0658103537966057,0.0026185245881653,0.0695965296542546
0.0023201150693067,0.057344951267117,0.002429559165931,0.061734848499581,0.0025285781098988,0.0658103537966057,0.0026185245881653,0.0695965296542546
0.0023201150693067,0.057344951267117,0.002429559165931,0.0621228047949909,0.0025285781098988,0.0665844485708158,0.0026185245881653,0.0707504718011833
0.0023201150693067,0.0584478984302186,0.002429559165931,0.063254808635746,0.0025285781098988,0.0677394354384699,0.0026185245881653,0.0719235468342642
0.0023201150693067,0.0595720591861076,0.002429559165931,0.0640052160698551,0.0025285781098988,0.0681132740435452,0.0026185245881653,0.0719235468342642
0.0023201150693067,0.0595720591861076,0.002429559165931,0.0640052160698551,0.0025285781098988,0.0681132740435452,0.0026185245881653,0.0719235468342642
0.0023201150693067,0.0595720591861076,0.002429559165931,0.0640052160698551,0.0025285781098988,0.0681132740435452,0.0026185245881653,0.0719235468342642
0.0023201150693067,0.0595720591861076,0.002429559165931,0.0648121913763504,0.0025285781098988,0.0697250637445942,0.0026185245881653,0.0743283697465848
0.0023201150693067,0.0607178415475466,0.002429559165931,0.0655810744269622,0.0025285781098988,0.0701098605826597,0.0026185245881653,0.0743283697465848
0.0023201150693067,0.0618856613748329,0.002429559165931,0.0663590789273037,0.0025285781098988,0.0704967810273399,0.0026185245881653,0.0743283697465848
0.0023201150693067,0.0618856613748329,0.002429559165931,0.0663590789273037,0.0025285781098988,0.0704967810273399,0.0026185245881653,0.0743283697465848
0.0023201150693067,0.0618856613748329,0.002429559165931,0.0667760949733968,0.0025285781098988,0.0713259999365797,0.0026185245881653,0.0755607679565126
0.0023201150693067,0.0618856613748329,0.002429559165931,0.0671957316463207,0.0025285781098988,0.0721649725393842,0.0026185245881653,0.0768135998898358
0.0023201150693067,0.0630759425267358,0.002429559165931,0.0679928912244671,0.0025285781098988,0.0725632346815882,0.0026185245881653,0.0768135998898358
0.0023201150693067,0.0642891170143339,0.002429559165931,0.0687995077037805,0.0025285781098988,0.0729636947423715,0.0026185245881653,0.0768135998898358
0.0023201150693067,0.0642891170143339,0.002429559165931,0.0692318599777958,0.0025285781098988,0.0738219307424649,0.0026185245881653,0.078087204346991
0.0023201150693067,0.0642891170143339,0.002429559165931,0.0696669292551021,0.0025285781098988,0.0746902617498693,0.0026185245881653,0.0793819257458808
0.0023201150693067,0.0655256251578141,0.002429559165931,0.070493405261466,0.0025285781098988,0.0751024603913924,0.0026185245881653,0.0793819257458808
0.0023201150693067,0.0667859157462847,0.002429559165931,0.071329685957033,0.0025285781098988,0.0755169338638785,0.0026185245881653,0.0793819257458808
0.0023201150693067,0.0667859157462847,0.002429559165931,0.071329685957033,0.0025285781098988,0.0755169338638785,0.0026185245881653,0.0793819257458808
0.0023201150693067,0.0667859157462847,0.002429559165931,0.0722290078986162,0.0025285781098988,0.0773039191169849,0.0026185245881653,0.0820361256881853
0.0023201150693067,0.0667859157462847,0.002429559165931,0.0722290078986162,0.0025285781098988,0.0773039191169849,0.0026185245881653,0.0820361256881853
0.0023201150693067,0.0680704462006638,0.002429559165931,0.0730858784773822,0.0025285781098988,0.077730541941673,0.0026185245881653,0.0820361256881853
0.0023201150693067,0.0693796827396986,0.002429559165931,0.0739529143236787,0.0025285781098988,0.078159519201125,0.0026185245881653,0.0820361256881853
0.0023201150693067,0.0693796827396986,0.002429559165931,0.0748853098277801,0.0025285781098988,0.080009036932526,0.0026185245881653,0.0847790709874148
0.0023201150693067,0.0693796827396986,0.002429559165931,0.0748853098277801,0.0025285781098988,0.080009036932526,0.0026185245881653,0.0847790709874148
0.0023201150693067,0.0707141005491793,0.002429559165931,0.0757736927730821,0.0025285781098988,0.0804505886898838,0.0026185245881653,0.0847790709874148
0.0023201150693067,0.0720741839544067,0.002429559165931,0.0766726148249097,0.0025285781098988,0.080894577271404,0.0026185245881653,0.0847790709874148
0.0023201150693067,0.0720741839544067,0.002429559165931,0.0771544435542224,0.0025285781098988,0.0818461003360158,0.0026185245881653,0.0861847465818137
0.0023201150693067,0.0720741839544067,0.002429559165931,0.0776393002084979,0.0025285781098988,0.0828088156977262,0.0026185245881653,0.0876137289175306
0.0023201150693067,0.0720741839544067,0.002429559165931,0.0776393002084979,0.0025285781098988,0.0828088156977262,0.0026185245881653,0.0876137289175306
0.0023201150693067,0.0748733316089569,0.002429559165931,0.0794923353305457,0.0025285781098988,0.0837253439991091,0.0026185245881653,0.0876137289175306
0.0023201150693067,0.0748733316089569,0.002429559165931,0.0804945716419954,0.0025285781098988,0.0857065679098592,0.0026185245881653,0.0905431659657373
0.0023201150693067,0.0748733316089569,0.002429559165931,0.0804945716419954,0.0025285781098988,0.0857065679098592,0.0026185245881653,0.0905431659657373
0.0023201150693067,0.0748733316089569,0.002429559165931,0.0804945716419954,0.0025285781098988,0.0857065679098592,0.0026185245881653,0.0905431659657373
0.0023201150693067,0.0777811898608678,0.002429559165931,0.0824157541872559,0.0025285781098988,0.0866551685442471,0.0026185245881653,0.0905431659657373
0.0023201150693067,0.0777811898608678,0.002429559165931,0.0834548488513958,0.0025285781098988,0.0887057219813496,0.0026185245881653,0.0935705511497607
0.0023201150693067,0.0777811898608678,0.002429559165931,0.0834548488513958,0.0025285781098988,0.0887057219813496,0.0026185245881653,0.0935705511497607
0.0023201150693067,0.0777811898608678,0.002429559165931,0.0834548488513958,0.0025285781098988,0.0887057219813496,0.0026185245881653,0.0935705511497607
0.0023201150693067,0.0808019807074888,0.002429559165931,0.0859836520652619,0.0025285781098988,0.0907424673513694,0.0026185245881653,0.0951219934877546
0.0023201150693067,0.0808019807074888,0.002429559165931,0.0865239935406488,0.0025285781098988,0.0918098262960231,0.0026185245881653,0.0966991594460388
0.0023201150693067,0.0808019807074888,0.002429559165931,0.0865239935406488,0.0025285781098988,0.0918098262960231,0.0026185245881653,0.0966991594460388
0.0023201150693067,0.0808019807074888,0.002429559165931,0.0865239935406488,0.0025285781098988,0.0918098262960231,0.0026185245881653,0.0966991594460388
0.0023201150693067,0.0823560898910364,0.002429559165931,0.0881006366643569,0.0025285781098988,0.0934023774993378,0.0026185245881653,0.0983024755339485
0.0023201150693067,0.0839400901160314,0.002429559165931,0.0897060094321533,0.0025285781098988,0.0950225534073003,0.0026185245881653,0.0999323753325389
0.0023201150693067,0.0839400901160314,0.002429559165931,0.0897060094321533,0.0025285781098988,0.0950225534073003,0.0026185245881653,0.0999323753325389
0.0023201150693067,0.0839400901160314,0.002429559165931,0.0897060094321533,0.0025285781098988,0.0950225534073003,0.0026185245881653,0.0999323753325389
0.0023201150693067,0.085554556293406,0.002429559165931,0.0913406353565801,0.0025285781098988,0.0966708332034401,0.0026185245881653,0.1015892996118355
0.0023201150693067,0.0872000743916721,0.002429559165931,0.0930050474896426,0.0025285781098988,0.0983477043832983,0.0026185245881653,0.1032736964500319
0.0023201150693067,0.0872000743916721,0.002429559165931,0.0930050474896426,0.0025285781098988,0.0983477043832983,0.0026185245881653,0.1032736964500319
0.0023201150693067,0.0872000743916721,0.002429559165931,0.0930050474896426,0.0025285781098988,0.0983477043832983,0.0026185245881653,0.1032736964500319
0.0023201150693067,0.0888772416495976,0.002429559165931,0.0946997885966373,0.0025285781098988,0.1000536628986086,0.0026185245881653,0.1049860213546619
0.0023201150693067,0.0905866667929743,0.002429559165931,0.0964254113331486,0.0025285781098988,0.1017892133039811,0.0026185245881653,0.1067267373857823
0.0023201150693067,0.0905866667929743,0.002429559165931,0.0964254113331486,0.0025285781098988,0.1017892133039811,0.0026185245881653,0.1067267373857823
0.0023201150693067,0.0905866667929743,0.002429559165931,0.0964254113331486,0.0025285781098988,0.1017892133039811,0.0026185245881653,0.1067267373857823
0.0023201150693067,0.0923289702555533,0.002429559165931,0.098799480192177,0.0025285781098988,0.1047729338190141,0.0026185245881653,0.110295233583752
0.0023201150693067,0.0941047844042323,0.002429559165931,0.0999715628531058,0.0025285781098988,0.1053511519156813,0.0026185245881653,0.110295233583752
0.0023201150693067,0.0941047844042323,0.002429559165931,0.0999715628531058,0.0025285781098988,0.1053511519156813,0.0026185245881653,0.110295233583752
0.0023201150693067,0.0941047844042323,0.002429559165931,0.0999715628531058,0.0025285781098988,0.1053511519156813,0.0026185245881653,0.110295233583752
0.0023201150693067,0.0959147537685702,0.002429559165931,0.1024329407292961,0.0025285781098988,0.1084392826031091,0.0026185245881653,0.1139830453855415
0.0023201150693067,0.0977595352747199,0.002429559165931,0.1036481280309218,0.0025285781098988,0.1090377344484974,0.0026185245881653,0.1139830453855415
0.0023201150693067,0.0977595352747199,0.002429559165931,0.1036481280309218,0.0025285781098988,0.1090377344484974,0.0026185245881653,0.1139830453855415
0.0023201150693067,0.0977595352747199,0.002429559165931,0.1042994772243571,0.0025285781098988,0.1103202916079554,0.0026185245881653,0.1158729361711754
0.0023201150693067,0.0996397984838581,0.002429559165931,0.1062000258102806,0.0025285781098988,0.1122339289628919,0.0026185245881653,0.117794162206447
0.0023201150693067,0.1015562258352017,0.002429559165931,0.1074599029736045,0.0025285781098988,0.1128533226022692,0.0026185245881653,0.117794162206447
0.0023201150693067,0.1015562258352017,0.002429559165931,0.1074599029736045,0.0025285781098988,0.1128533226022692,0.0026185245881653,0.117794162206447
0.0023201150693067,0.1015562258352017,0.002429559165931,0.1081352062565313,0.0025285781098988,0.1141807606456607,0.0026185245881653,0.1197472430440613
0.0023201150693067,0.103509512893699,0.002429559165931,0.1101056496260342,0.0025285781098988,0.1161613624515646,0.0026185245881653,0.1217327068511435
0.0023201150693067,0.105500368602484,0.002429559165931,0.11141186017032,0.0025285781098988,0.1168024307070269,0.0026185245881653,0.1217327068511435
0.0023201150693067,0.105500368602484,0.002429559165931,0.11141186017032,0.0025285781098988,0.1168024307070269,0.0026185245881653,0.1217327068511435
0.0023201150693067,0.105500368602484,0.002429559165931,0.1121119984809648,0.0025285781098988,0.1181763201637648,0.0026185245881653,0.1237510905520709
0.0023201150693067,0.107529515540185,0.002429559165931,0.1141549070922871,0.0025285781098988,0.1202262297265311,0.0026185245881653,0.1258029399736707
0.0023201150693067,0.1095976901831848,0.002429559165931,0.1155091549790425,0.0025285781098988,0.1208897310640238,0.0026185245881653,0.1258029399736707
0.0023795046869819,0.1095976901831848,0.0025418635573675,0.1155091549790425,0.0026915088705171,0.1208897310640238,0.0028296579996413,0.1258029399736707
0.0045908129419591,0.1095976901831848,0.005716971758014,0.1162350416531129,0.006914152746681,0.1223116974214992,0.0081656409033478,0.1278888099928275
0.0080054264377188,0.1117056431729251,0.0120780999073575,0.1183530804959479,0.0172503354462127,0.124433340046985,0.0235638693336359,0.1300092646865374
0.0090838440501822,0.1138541395883483,0.0134525499688361,0.1197571323517571,0.0189060832320301,0.1251200594736664,0.0254638400814657,0.1300092646865374
0.0090838440501822,0.1138541395883483,0.0134525499688361,0.1197571323517571,0.0189060832320301,0.1251200594736664,0.0254638400814657,0.1300092646865374
0.0090838440501822,0.1138541395883483,0.0134525499688361,0.120509714313895,0.0189060832320301,0.1265917851004083,0.0254638400814657,0.1321648774844497
0.0090838440501822,0.1138541395883483,0.0134525499688361,0.1212670256779368,0.0189060832320301,0.128080821910741,0.0254638400814657,0.134356231323939
0.0090838440501822,0.1182758968709715,0.0134525499688361,0.12416133380699,0.0189060832320301,0.1294984209568868,0.0254638400814657,0.134356231323939
0.0090838440501822,0.1182758968709715,0.0134525499688361,0.12416133380699,0.0189060832320301,0.1294984209568868,0.0254638400814657,0.134356231323939
0.0090838440501822,0.1182758968709715,0.0134525499688361,0.1249415928060422,0.0189060832320301,0.1310216470930205,0.0254638400814657,0.1365839188077463
0.0090838440501822,0.1182758968709715,0.0134525499688361,0.125726755136002,0.0189060832320301,0.132562790187868,0.0254638400814657,0.1388485423642359
0.0090838440501822,0.1205507626095346,0.0134525499688361,0.1272182827171503,0.0189060832320301,0.1332943742090212,0.0254638400814657,0.1388485423642359
0.0090838440501822,0.122869382098992,0.0134525499688361,0.1287275046587625,0.0189060832320301,0.1340299956767251,0.0254638400814657,0.1388485423642359
0.0090838440501822,0.122869382098992,0.0134525499688361,0.1295364585484786,0.0189060832320301,0.1356065244940812,0.0254638400814657,0.1411507144103086
0.0090838440501822,0.122869382098992,0.0134525499688361,0.1303504960945387,0.0189060832320301,0.1372015972433342,0.0254638400814657,0.143491057517017
0.0090838440501822,0.1252325968794327,0.0134525499688361,0.1318968762578621,0.0189060832320301,0.1379587817902018,0.0254638400814657,0.143491057517017
0.0090838440501822,0.1276412646767532,0.0134525499688361,0.1334616015113939,0.0189060832320301,0.1387201450671247,0.0254638400814657,0.143491057517017
0.0090838440501822,0.1276412646767532,0.0134525499688361,0.1351442802585054,0.0189060832320301,0.1420027313806865,0.0254638400814657,0.1482887989802573
0.0090838440501822,0.1276412646767532,0.0134525499688361,0.1351442802585054,0.0189060832320301,0.1420027313806865,0.0254638400814657,0.1482887989802573
0.0090838440501822,0.1300962597139645,0.0134525499688361,0.136747530268592,0.0189060832320301,0.1427864122996756,0.0254638400814657,0.1482887989802573
0.0090838440501822,0.1325984730284944,0.0134525499688361,0.1383698000299398,0.0189060832320301,0.1435744181761979,0.0254638400814657,0.1482887989802573
0.0090838440501822,0.1325984730284944,0.0134525499688361,0.1401143611555049,0.0189060832320301,0.1469718729572228,0.0254638400814657,0.1532469568732485
0.0090838440501822,0.1325984730284944,0.0134525499688361,0.1401143611555049,0.0189060832320301,0.1469718729572228,0.0254638400814657,0.1532469568732485
0.0090838440501822,0.1351488127955847,0.0134525499688361,0.1417765724640872,0.0189060832320301,0.1477829774433466,0.0254638400814657,0.1532469568732485
0.0090838440501822,0.1377482046579144,0.0134525499688361,0.143458502996392,0.0189060832320301,0.1485985582314604,0.0254638400814657,0.1532469568732485
0.0090838440501822,0.1377482046579144,0.0134525499688361,0.1452672222935588,0.0189060832320301,0.152114901104585,0.0254638400814657,0.1583708948511882
0.0090838440501822,0.1377482046579144,0.0134525499688361,0.1452672222935588,0.0189060832320301,0.152114901104585,0.0254638400814657,0.1583708948511882
0.0090838440501822,0.1403975920615598,0.0134525499688361,0.1469905632678266,0.0189060832320301,0.152954388798452,0.0254638400814657,0.1583708948511882
0.0090838440501822,0.1430979365984186,0.0134525499688361,0.1487343486621552,0.0189060832320301,0.1537985094348057,0.0254638400814657,0.1583708948511882
0.0090838440501822,0.1430979365984186,0.0134525499688361,0.1506095856188907,0.0189060832320301,0.1574379006845235,0.0254638400814657,0.1636661559074939
0.0090838440501822,0.1430979365984186,0.0134525499688361,0.1506095856188907,0.0189060832320301,0.1574379006845235,0.0254638400814657,0.1636661559074939
0.0090838440501822,0.1430979365984186,0.0134525499688361,0.1506095856188907,0.0189060832320301,0.1574379006845235,0.0254638400814657,0.1636661559074939
0.0090838440501822,0.1486554362692274,0.0134525499688361,0.1542042194076985,0.0189060832320301,0.1591804239952588,0.0254638400814657,0.1636661559074939
0.0090838440501822,0.1486554362692274,0.0134525499688361,0.1561484202847581,0.0189060832320301,0.1629471694880707,0.0254638400814657,0.1691384683701253
0.0090838440501822,0.1486554362692274,0.0134525499688361,0.1561484202847581,0.0189060832320301,0.1629471694880707,0.0254638400814657,0.1691384683701253
0.0090838440501822,0.1486554362692274,0.0134525499688361,0.1561484202847581,0.0189060832320301,0.1629471694880707,0.0254638400814657,0.1691384683701253
0.0090838440501822,0.1515146084908413,0.0134525499688361,0.1580008476010877,0.0189060832320301,0.1638464380182566,0.0254638400814657,0.1691384683701253
